no , text , class
2016009830A , 半導体 絶縁 変換 面 nm 厚い 発明 ゼーベック 設ける マイナス n 熱 p 素子 係数 他方 直接 前記 プラス 値 , H01L
2016009831A , 下面 バンド ヘテロ 接合 電極 yn チャネル 化物 トランジスタ alxga l バリア 組成 窒 alyga y xn ギャップ 上面 電界 , H01L
2016009832A , それぞれ 描画 電源 クラスタ 容量 要する 複数 電力 コントローラ 一部 期間 有利 点 総和 ユニット 共有 形成 リソグラフィ 超える パターン , H01L
2016009834A , 絶縁 金属 部品 電極 下面 厚み 接続 中央 搭載 導出 剥離 外周 薄膜 基板 厚い 平面 透視 導体 上面 配線 , H01L
2016009835A , 制御 リミット 粒子 開始 助走 エラー ビーム 計算 座標 算出 スループット 続く 描画 領域 対象 加速度 速度 荷電 前記 偏向 , H01L
2016009837A , プラズマ 吸着 チャック ポリマー マスク 工程 酸素 レジスト 希 有機 アルゴン st 脱着 除電 処理 渣 静 エッチング 残 ガス , H01L
2016009838A , 増大 熱源 変換 構造 被覆 磁性 単位 柔軟 コスト スピン 熱 困難 発現 材料 効果 集合 スピンゼーベック 実装 微粒子 起電 , H01L
2016009839A , 半導体 含む 形態 具合 よる 除去 方法 露出 前記 不純 不純物 形成 アニール 製造 凸 不具合 側面 膜 上面 注入 , H01L
2016009840A , 半導体 開口 試験 技術 記憶 切り替え 接続 リペア 導通 ヒューズ 素子 既存 不良 回路 切断 露出 一対 前記 アドレス 端子 , H01L
2016009841A , ユニット モールド 面 小型 径 生産 支持 置 概念 載る ウェハ リング 製造 w 外 形成 デバイス ナノインプリント 少量 パターン , H01L
2016009843A , 絶縁 バラツキ 工程 格子 実現 具体 少ない 元素 ドナー 濃度 リセス gan 電圧 ゲート 界面 適正 デバイス 膜 表層 閾 , H01L
2016009844A , 半導体 スト 技術 厚 その後 実現 絶縁 入出力 ブラ 加工 ストリップ ライン 適用 放電 表裏 インピーダンスコントロール 貫通 導体 接地 配線 , H01L
2016009845A , 半導体 絶縁 中央 電極 工程 下層 周囲 増加 劣化 静 容量 形成 耐圧 覆う 上層 以外 側面 膜 上面 , H01L
2016009846A , 反射 変換 構造 結晶 nm テクスチャ 光 h m シリコン 受光 l 素子 構成 突起 長い μ 底面 , H01L
2016009847A , 実施 面 発光 フリップ 放熱 良い サーマルビア 素子 基板 チップ 孔 対向 貫通 実装 形態 具備 , H01L
2016009848A , 半導体 ずれ ぶれる 電子 維持 光学 撮像 導体 生じる ダイボンダ 認識 関わる 機構 接続 照明 実装 部品 前記 温度 , H01L
2016009849A , 開口 基部 屈折 構造 幅 工程 掘り下げる テンプレート 材料 欠陥 主面 基板 製造 w 凹 アライメント 残す 側面 堆積 底面 , H01L
2016009850A , ずれ c gt ft d 圧する 収まる 回路 ヘッド 間隙 da 基板 チップ 圧着 所定 はんだ パッド 部品 実装 ncf , H01L
2016009851A , アニオン 接触 上記 工程 包含 よい 値 ゼーベック 材料 溶媒 簡便 ドーパント ナノ 係数 製造 オニウムイオン 除去 乾燥 組成 複合 , H01L
2016009852A , 開口 f1 mosfet 続く ps i 酸化 薄い シリコン 膜 sic ドライ エピタキシャル 基板 活性 ウェット 厚 エッチング ep ポリ , H01L
2016009853A , 主成分 他面 両面 電気 発光 電極 圧 出射 平板 樹脂 素子 気孔 箔 エネルギ フッ素 フィルム ダイオード デバイス 蓄える 蓄 , H01L
2016009856A , 流 壁 液状 変形 環状 縦 流る 交叉 端 阻止 合成 冷却 冷媒 a 離間 仕切 矩形 偏平 横壁 交換 , H01L
2016009857A , a 積層 電材 結晶 ドーピング 単位 i 要旨 元素 末端 ファンデルワールス セル 構造 sb 繰返し 侵入 te 添加 se 複合 , H01L
2016009865A , 半導体 強度 ウエハ 光線 傾斜 変更 減少 調整 変動 局所 プロファイル アニーリング 加熱 分布 レーザアニーリング 線画 表面 放射 レーザ 温度 , H01L
2016009866A , 半導体 設 部分 コンタクト 上 配 オン sic 表面 セグメント ssbc 近接 領域 ソースボディコンタクト セル ボディ 取り囲む ソース デバイス 最小限 , H01L
2016009867A , 半導体 mosfet 低減 コンタクト 上 配 設 sic 表面 セグメント ssbc 近接 領域 ソースボディコンタクト セル ボディ 取り囲む ソース デバイス 最小限 , H01L
2016009868A , 半導体 ドープ ウエハ 面 結晶 ドーピング 欠陥 ドナー ドーズ 濃度 n 垂直 極小 プロセス 深い 正味 誘 極大 チョクラルスキー 注入 , H01L
2016009869A , 半導体 絶縁 構造 ワイヤ トランジスタ 延 バイポーラ ナノ ゲート 在 デバイス ドリフト 領域 , H01L
2016009870A , パッケージ 半導体 各々 よる オフセット 番 行 最後 n モールディング 配列 基板 ユニット 領域 信頼 チップ 係る 用いる 前記 製造 , H01L
2016009871A , 順序 サイリスタバッファ ダイオード 電極 各々 導通 導 パワー 層 主要 ウェハ gc 側 サイリスタアノード セル サイリスタベース サイリスタカソード デバイス ドリフト t , H01L
2016009872A , 低下 電荷 読み出し 変調 撮像 カラー 応じる 読み出す 読 回路 右下 極端 画素 加算 信号 解像度 感度 左下 特定 フィルター , H04N
2016009873A , 撮る 一人物 人物 近い 置き換える 部分 もの 縦 行える 目 2つ 目線 顔 情報処理 被写体 自分 カメラ 画像 前記 ユーザ , H04N
2016009876A , 原稿 防ぐ 浮き 容量 変える 応じる 検出 読み取る 変化 ゲイン 光学 具体 補正 光量 値 静 読取る 平均 打ち消す 比例 , H04N
2016009877A , 制御 倍率 変更 撮像 サイズ パラメータ 映像 行なう 制限 s ズーム 処理 取得 認識 恐れ 適切 , H04N
2016009878A , 放射線 ビット データ 叉 オフセット 撮像 信号 埋め込む 複数 配列 画素 高速 補正 処理 出力 所定 アレイ 画像 ため 転送 , H04N
2016009879A , 放射線 データ 複数 叉 サブ 応じる センサ うち 配列 配線 1つ 信号 出力 共通 アレイ 撮像 温度 各々 読み出す センサアレイ , H04N
2016009880A , 行う 放射線 転送 データ 叉 処理 撮像 応じる 基づく 生成 センサ 配列 補正 信号 画質 温度 画像 精度 センサアレイ , H04N
2016009885A , 以降 登録 機能 阻害 周期 消費 回数 日時 調整 増える 開始 実行 通常 合わせる 一致 アプリケーション 復帰 モード 処理 電力 , H04N
2016009890A , 所定 一定 両者 関係 撮像 サイズ 合う 合成 回路 ある リサイズ 顔 場合 個人 合わせる 撮影 認める 画像 認証 , H04N
2016009892A , 切り替える string 動画 符号 信号 残 複数 輝度 線形 改善 導出 色 係数 特性 予測 成分 bit テーブル , H04N
2016009894A , 基準 参照 付与 場合 管理 常時 カメラ 機器 生成 センサ 介す システム ネットワーク 接続 記録 サーバ 情報 監視 送受信 時刻 , H04N
2016009896A , 存在 分かる 同一 撮像 カメラ 位置 映像 座標 日時 2つ システム 関わる 検索 近い 光景 エリア 記録 対象 ある 監視 , H04N
2016009899A , 判断 動画 達す 焦点 手 振れる 静止 距離 スピード 現在 いなか レンズ 近づく 取得 撮影 撮像 綺麗 記憶 シャッター 限界 , H04N
2016009900A , 表示 定位 装置 ヘッドホン アンテナ 視聴 強度 プロジェクター 音声 通信 臨場 制御 聴く 右 音像 出力 投写 無線 左 電界 , H04N
2016009901A , 表示 動作 機能 以外 上記 処理 実行 前 実施 メニュー mfp パネル 検知 推測 b 易い 操作 複合 画像 ユーザ , H04N
2016009902A , 基本 実施 為 気がつく 要す 加工 開始 指示 メニュー 手間 技術 主流 減らす 確定 コピー 変更 倍率 ミス 予約 標準 , H04N
2016009904A , 送信 決定 受信 データ 符号 指定 基づく 高画質 複数 システム 通信 優先 領域 処理 他 伝送 域内 画像 前記 , H04N
2016009905A , 表示 送信 要求 端末 受信 データ 単位 映像 アクセス 妨げる 成立 進行 認証 情報 前記 , H04N
2016009906A , 比較 制御 技術 重要 撮像 フレーム 連続 影響 変化 複数 解像度 被写体 以外 画像 算出 閾 , H04N
2016009908A , 表示 a cn 満たす 並べる 付加 媒体 l 抽出 コンテンツ 所定 u 列 条件 記録 ct 情報 方向 リスト d , H04N
2016009909A , 表示 予定 ウェブページ 画面 エンジン テレビ ダウンロード 録画 インターネット 記載 検索 ファイル 当該 情報 番組 放送 掲載 画像 前記 キーワード , H04N
2016009910A , 表示 要求 外部 記録 ザッピング 起動 有益 コンテンツ 受像 チャンネル 検知 視聴 番組 機器 ディスプレイ 選 情報 前記 リスト テレビジョン , H04N
2016009911A , 阻害 映像 ループ 受信 データ 並行 テレビ 音声 保存 更新 録画 コンテンツ チャンネル 特定 的確 実行 媒体 放送 以外 記憶 , H04N
2016009912A , 表示 透過 データ 情報 物体 現実 ユーザー 視認 差分 指示 キャリブレーション 出力 ar 特定 領域 受け付ける 撮影 光学 画像 あと , H04N
2016009913A , 表示 制御 装置 プログラム hdmi 情報 出力 変更 所定 ユニット 信号 ドングル 記録 トリガ 操作 画像 , H04N
2016009914A , 分析 行う メディア 手法 情報処理 データ 傾向 接触 基づく 分類 所定 特定 グループ 宣伝 取得 度合 対象 閾 情報 ユーザ , H04N
2016009916A , 表示 送信 装置 端末 受信 複数 煩雑 基づく 各々 映像 指示 通信 コンテンツ システム 検知 伝送 ネットワーク 機器 振動 ユーザ , H04N
2016009917A , 重ね合う ずれ 変換 入力 同一 撮像 出力 生成 図る フィールド ライト 解像度 被写体 視点 空間 画像 プログラム , H04N
2016009918A , 制御 読み出す 保つ 信号 動画 データ メモリ 静止 ライン 量 生成 連携 示す 処理 出力 タイミング 方式 画像 書き込む 転送 , H04N
2016009921A , 計画 重複 ループ チューナ 場合 個別 連続 各々 映像 録画 記録 チャンネル すべて 通常 処理 時間 番組 放送 記憶 特定 , H04N
2016009924A , 登録 判断 反映 装置 記憶 id 画像 通信 前記 づける 実行 ログイン 当該 ジョブ ユーザ 情報 書き込む ため 設定 , H04N
2016009925A , 送信 オブジェクト 記載 配信 受信 データ url 当該 複数 装置 生成 うち セグメント 特定 領域 対応 プレイリスト 画像 アクセス 送受信 , H04N
2016009926A , パッケージ 分ける led 複数 並べる 並列 隣接 均一 照度 接続 分布 グループ 1つ 直列 照明 , H04N
2016009927A , 全体 機能 不要 処理 各部 画像 構築 通信 独立 呼び出す 連携 サービス 拡張 追加 ネットワーク アプリケーション 操作 プラットフォーム デバイス if , H04N
2016009933A , ゴミ 白色 読み出す 路上 黒色 データ 判別 彩色 検出 黒 色 成分 補正 種類 ウィンドウ 基準 照合 白 塵埃 標準 , H04N
2016009936A , 表示 周辺 生じる ターンシグナル 対応 周期 撮像 常時 ヘッドライト 点滅 変化 連続 輝度 補正 部位 所定 照明 以上 画像 車両 , H04N
2016009940A , 用紙 印刷 補間 データ 含める 情報 hdd nif ユーザー 背景 なか 色 決定 一致 画像 ジョブ 近い 受信 記憶 印刷物 , H04N
2016009941A , 原稿 写り 明るい 信号 画素 データ 領域 度合い 平滑 得る 裏 網 注目 読み取る 決定 ばらつき 読取る 画像 算出 補正 , H04N
2016009942A , 送信 行う モード 撮像 ライブ パラメータ カメラ 応じる 映像 ストリーミング 通信 ライブストリーミング 決定 取得 撮影 設定 端末 , H04N
2016009945A , 空き マスター 大 容量 きい スレーブ 通報 検出 適応 小 変化 ファイル 比較 記録 共用 撮像 報告 画像 時点 設定 , H04N
2016009946A , 要求 防ぐ 無くなる 撮像 画像 複数 期間 保存 合致 比較 検索 スケジュール 記録 撮影 サーバ 情報 前記 時刻 , H04N
2016009947A , 最適 機能 シーン データ 撮像 応じる 適用 関連付ける 検知 保持 構成 作品 記録 撮影 シナリオ , H04N
2016009948A , 回収 装置 プログラム 撮像 スレーブ メモリ 各々 保存 相互 不能 関連付ける 保管 ファイル ネットワーク 当該 記録 共用 マスター 画像 転送 , H04N
