no , text , class
2016025264A , 半導体 総和 界面 最大 低い 化物 ピーク 濃度 設計 原子 ドーパント 不純 発現 窒 示す デバイス 易い n iii 不純物 , H01L
2016025267A , 予定 レーザーアブレーション ウェーハ 幅 狭い 裏面 プラズマエッチングステップ 接着 露出 ライン 先細り 破断 底 wr ga フィルム エキスパンドシート daf 溝 ステップ , H01L
2016025268A , 封 容器 気 止 溶着 気密 蓋 介在 ライン 電子 ピン 続く 密封 急速 冷却 溶融 圧し 加 部品 荷重 , H01L
2016025269A , 絶縁 呈する 上記 クラック 連れる 放熱 接続 セラミック 裏面 埋設 錐 基板 本体 面積 表面 体形 パッド 平面 積 配線 , H01L
2016025271A , 流体 低温 変換 高温 したがう 電極 マトリックス 流れ モジュール 熱 横断 素子 加熱 減らす 粗 方向 ピッチ 流す 板 配列 , H01L
2016025272A , wg 絶縁 ばらつき 電極 面積 占有 特性 間隔 薄膜トランジスタ t 表示 小さい 半導体 膜 具備 ゲート , H01L
2016025274A , 封 太陽 保護 止 経時 cm 張力 変換 性能 モジュール 表面張力 止す 体型 セル dyne 電池 側 表面 膜 隣接 , H01L
2016025275A , 集積 クロック 発振 高低 データ パス 生成 テスト エラー 結果 交流 励 ロジック 信号 回路 救済 期待 遅延 記憶 比較 , H01L
2016025277A , 伝達 b μ 以下 底 領域 m 面部 裏面 フォーカス 熱 載る リング 本体 凹 形成 置 伝 前記 底面 , H01L
2016025280A , ビーム 長い 幅 回数 マージン サイズ 倍 ステージ 整数 置 加える 方向 載る チップ 設定 所定 描画 つなぎ 前記 パターン , H01L
2016025281A , 半導体 絶縁 過程 平板 電極 開口 周辺 材料 背 支持 導 素子 チップ 出す 回路 上層 形成 配線 前記 複合 , H01L
2016025282A , パッケージ 予定 分割 co 工程 個々 加工 拡散 樹脂 ライン レーザー光線 熱 格子 パルス 基板 除去 沿う 照射 デバイス 被覆 , H01L
2016025283A , 有す 太陽 変換 タンデム 電極 セレン 光 波長 耐久 広い 開放 薄膜 電池 電圧 硫化 中間 部位 前記 アンチモン 取り出し , H01L
2016025285A , 絶縁 ウエハ バッファードフッ 成 もてる エッチング 元素 希 後 膜 ドライ 炭化 運営 酸 ウェット 層間 残留 抜き 珪素 バリアメタル , H01L
2016025286A , cl 絶縁 個別 拡大 連れる 発する 放熱 該 vl 裏面 露出 一端 素子 基板 本体 表面 ビア パッド 積 配線 , H01L
2016025290A , プラズマ ウエハ 記載 用いる 上方 ステップ 載せる 試料 配置 置 繰り返す 排気 供給 処理 下方 調節 歩留まり 前記 真空 ガス , H01L
2016025291A , プラズマ ウエハ 電源 静電気 歩留まり 電極 実施 載せる 吸着 電力 ステージ 工程 部材 減圧 供給 処理 配置 前記 板 電界 , H01L
2016025293A , 行う 信頼 安定 工程 撮像 方法 検査 水平 基板 保持 処理 画像 姿勢 , H01L
2016025294A , 半導体 パッケージ 実施 係る 積層 上側 周辺 材料 目的 軽減 形態 素子 基板 チップ 回路 実装 伝導 伝 下 , H01L
2016025295A , それぞれ 分割 良い 対応 考慮 データ 記憶 位置 設計 特性 物上 複数 基板 領域 差異 基準 エッチング 求める 精度 補正 , H01L
2016025296A , 容器 終了 管内 処理 周囲 該 排出 熱 w 基板 排ガス 通す 覆う 離間 所定 断熱 熱処理 凝縮 前記 空間 , H01L
2016025297A , 電子 接合 発振器 水晶 部材 リード 平面 発振 重なる 導 p 基板 領域 接続 出す パッド 部品 部分 介す 端子 , H01L
2016025298A , 交わる 電子 水晶 発振器 屈曲 破損 リード 応力 発振 裏面 付け根 在す 緩和 接続 方向 パッド 部品 部分 集中 端子 , H01L
2016025299A , 倍率 最大 コリメータレンズ 光 光源 距離 スポット na 乗算 結 β 射出 像 h ε λ κ レンズ 限界 光学 , H01L
2016025300A , 半導体 ズレ マスク 包含 生じる ターミネーション 不純 介在 低い 濃度 層 sic 順 間 不純物 キャリア 領域 合わせる 並置 耐圧 , H01L
2016025302A , 半導体 透過 厚 粗い 電極 逆 膜 設 配 金属 ボール パッド 基板 形成 領域 接す ワイヤボンディング 導 ワイヤ 前記 , H01L
2016025303A , 枠 面 不要 充填 f h 通じる フレーム リード 向かう 多面 樹脂 狭い 形成 孔 ms 貫通 他方 一方 除去 , H01L
2016025304A , 開口 確認 屈折 作業 観察 大気 規制 近傍 位置 ダイボンダ 歪 影響 雰囲気 発生 部位 撮影 介す 陽炎 画像 上方 , H01L
2016025305A , a ジル エチレン 樹脂 電極 トリシクロデカン 単位 ヒートサイクル 材料 鎖 重合 脂肪 骨格 構成 側 接続 ベン 基 アクリル 配線 , H01L
2016025309A , 付着 ヒータ 表面 異なる リング サセプタ 材料 カバー 膜 sic 成 基板 プロセス 供給 昇華 プレート 回転 部材 サセプタユニット ガス , H01L
2016025313A , 前駆 結晶 塗 工程 誘電 径 体液 量産 経る 固形 スループット 成 加熱 配向 緻密 強 塗布 粒 膜 分散 , H01L
2016025314A , 介する 開口 サポート ストッパ マスク 回避 シリコン 半導体 ウエット ウエットエッチング 下部 層間 ドライ 形成 除去 内面 ホール エッチング 膜 シリンダ , H01L
2016025315A , 分子 存在 構造 ネットワーク 有機 材料 o 高密度 結合 si 形成 処理 表面 サイト 部分 膜 状態 , H01L
2016025316A , a 屈折 標本 照 rs 光 光源 sp 少ない s 向ける 技術 素子 照射 領域 起因 均一 照明 直交 光学 , H01L
2016025321A , a 積層 合金 主成分 オキソ i 酸化 含有 ti l 一括 金属 アンモニウム 塩 含む t in なる エッチング 組成 , H01L
2016025322A , 半導体 絶縁 ダミー ディッシング 工程 電極 厚い 材料 ストップ 有する 前記 露出 含む 基板 ゲート 研磨 厚 b 膜 長い , H01L
2016025324A , 半導体 mosfet オン まま チャネル コンタクト 位置 閾 高い 導 sic 炭化 電圧 領域 離間 ドレイン ソース 珪素 上面 ベース , H01L
2016025325A , もつ 絶縁 変換 電気 電極 厚み もの レジスト 種々 重なる 熱 素子 基板 側 図れる 不要 伝導 配す 間隙 分野 , H01L
2016025326A , 縁 制御 分割 電子 位置 全て 実行 ヘッド 一括 数 システム 基板 保持 取り付け 処理 圧着 作業 部品 並行 求める , H01L
2016025330A , 太陽 変換 短絡 電極 セレン 耐久 電流 薄膜 電池 電圧 硫化 密度 部位 開放 アンチモン 取り出し , H01L
2016025331A , 半導体 光 増幅 電荷 接合 容量 撮像 同一 トランジスタ 変換 導 不純 添加 不純物 fd 領域 信号 pn 濃度 ダイナミック , H01L
2016025332A , 半導体 絶縁 反対 界面 電極 フローティング ィフュージョン 一部 ノイズ 導 ゲート 構成 活性 領域 表面 fd フローティングディフュージョン 配す 膜 挟む , H01L
2016025333A , シート 太陽 架橋 外層 cm 以下 以上 多層 樹脂 m モジュール μ 厚い 封 密度 中間 極性 基 ポリエチレン ベース , H01L
2016025334A , 屈折 撮像 光 入射 末 達す 変換 受光 センサ 集 素子 基板 マイクロ 解像度 微細 アレイ レンズ 平坦 限界 固体 , H01L
2016025335A , tm ヘッド それぞれ 複数 残り ステージ 下部 チャンバ 配列 シャワー システム 基板 ユニット 処理 多段 方向 上部 並べる メンテナンス 側壁 , H01L
2016025336A , 半導体 イオン ソース 置換 コンタクト 一部 シリコン n 熱 p 炭化 領域 ウェル 表面 原子 注入 珪素 熱処理 リン ベース , H01L
2016025341A , 半導体 偏り またがる 以上 同一 抵抗 接続 3つ 大きい うち 一方向 輝度 ユニット 離れる 他 配列 形成 端子 他端 配線 , H01L
2016025342A , イメージセンサ 電荷 有機 電極 波長 配置 幅 改善 特性 n p 素子 物質 高める 分光 半値 吸 含む 前記 補助 , H01L
2016025343A , インスタンス クロック 異常 複数 サンプリング 全体 分配 保護 検出 ツリー 前記 故障 構成 1つ 信号 回路 ic 集積 , H01L
2016025344A , 次 円滑 下部 時 スクライブ コンベヤー ベルト 上昇 押し下げる 下降 移送 基板 上部 位置 脆性 段階 切断 押し上げる 損傷 空間 , H01L
2016025345A , トーク 表す 電極 有機 化合 画素 間 薄膜 特性 改善 素子 波長 活性 高める 対向 吸 クロス 下記 前記 化学 , H01L
2016025348A , センサー 電源 電気 センシングコンタクト トレンチ コンタクト それぞれ 離隔 ホール 垂直 前記 基板 形成 領域 入力 一方向 感知 導 接地 センシング , H01L
2016025351A , 半導体 絶縁 ダミー サイド フィン マスク 工程 柱状 ウォール sgt ラスト 周囲 形成 ゲート ハード ゲートラストプロセス 残存 エッチング 膜 側壁 , H01L
2016025353A , ずれ 太陽 減少 バス 幅 歩留まり 電極 許容 湾曲 コレクタ モジュール 端 電池 拡張 バー 外 凸 円弧 辺 部分 , H01L
2016025354A , 周辺 伝達 通過 連 通る チャネル 画定 複数 流れ ピン 入口 出口 流体 本体 促進 伝 板 通す , H01L
2016025355A , 発明 突出 構造 容量 モニタリング テスト 接続 下 前記 誘電 理想 極 精密 かかる 重なる 静 パッド 厚 膜 板 , H01L
2016025356A , スイッチング グラフェン 機能 電子 強 一つ f1 光 分子 メモリ gp 多重 変化 うち 素子 物質 接する マルチフェロイック 圧 誘電 , H01L
2016025357A , 半導体 発明 構造 電極 発光 一つ 複数 同一 例 下部 素子 特性 ナノ 含む 領域 均一 配列 実施 信頼 パターン , H01L
2016025358A , バッファー チタン マスク 微量 塩 暴露 除去 窒 配合 ストリッピング tin エッチ tinxoy チタンハードマスク ハード 残留 ジメチルスルフィド 酸化 スルホラン 水素 , H01L
2016025359A , トランスデューサ 横 連結 駆動 フレキシブル 尺 フレーム キャピラリ アクチュエータ クランプ 延 スリット まわり 在 方向 音波 ワイヤボンディング ピボットポイント 長手 具備 , H01L
2016025360A , 色 寿命 電子 電極 発光 有機物 化合 間 輸送 低い 有機 式 素子 含む 電圧 孔 純度 前記 補助 , H01L
2016025362A , 制御 変換 入力 コンパクト 内部 データ 外部 記憶 読み出す 復号 書き込む 演算 移送 処理 オーバラップ 周波 残す 格納 画像 周波数 , H04N
2016025364A , 動作 装置 訪問 処理 制御 遂行 画像 実行 複数 中 回数 展開 電文 場所 プログラム ジョブ フェイス 記憶 インター 補助 , H04N
2016025366A , username c データ通信 データ 名前 変更 仕組み 抽出 ファイル 太郎 具体 イメージ 鈴木 履歴 ジョブ ログ イメージログリストファイル 情報 リスト ユーザ , H04N
2016025367A , 表示 領域 所望 モード デジタル 開始 カメラ 易い オート フォーカス 検知 判定 顔 指示 被写体 対象 基準 人体 cpu 設定 , H04N
2016025369A , 円柱 用紙 誘導 媒体 画像 位置 うち o 見本 衝突 p 色 保持 側 とき 軸 切断 読取る 側面 ある , H04N
2016025375A , 制御 モード 変更 動作 サイズ 当該 検出 オート 基づく 構図 検知 ズーム 損ねる 被写体 操作 基準 ユーザ 意図 応じる 設定 , H04N
2016025376A , 動作 変更 制御 サイズ 応じる 検出 オート 状況 基づく 構図 ズーム 被写体 速度 基準 適切 設定 , H04N
2016025377A , サーバー 浮遊 配管 写真 工事 撮像 カメラ データ 埋設 有無 システム 定期 漏洩 パトロール 赤外線 地上 不要 地中 監視 ガス , H04N
2016025383A , 行う 電子 撮像 物体 否 品位 置 書画 載る 判定 補正 処理 使用 撮影 適正 画像 , H04N
2016025391A , 最終 修復 終了 プロ 同時 メイン 動画 画素 異常 復号 キシ 正常 停止 ファイル 時間 記録 残す レート 編集 gop , H04N
2016025392A , 劣化 プリンタ 時 自動的 閉める イベント 消灯 イメージセンサ 検出 更新 算出 現在 前記 黒 補正 照明 基準 読み取る シャッター 通帳 , H04N
